CENTROID_ID,NEAREST_CENTROIDS_DISTANCE,PULocationID,BinNum,duration,num_trips
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.7905084035903398""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.7680425515156746""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.4480785306434334""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.68452290145652""
  }]
}",231,2,20.65517241,29
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.58353134619491331""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5268922771799009""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.7832920094831433""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.54138970837527""
  }]
}",151,5,15.51219512,123
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.81334165246826085""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.8287710878319825""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.3666352393392529""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.3030459009081916""
  }]
}",74,9,11.0125448,558
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.33847262794745475""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5557964497414551""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.8548031630283488""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6535977394002881""
  }]
}",209,7,26.375,8
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.32788181417334195""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1833624995020187""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3964789407310083""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7043499306094674""
  }]
}",116,2,15.81818182,11
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.20792413457778858""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.6444754209662489""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0718827046760637""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4784179859506654""
  }]
}",230,10,18.12132353,272
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.89949270452098329""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.6005530200240494""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.7199875936092752""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7070540464011739""
  }]
}",211,10,29.29761905,84
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.60524310930700731""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1816763466075493""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.7153632601996009""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.761223116532884""
  }]
}",90,8,33.16071429,56
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.41175746236907224""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.4450837015547853""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.510662161343888""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6949664353988574""
  }]
}",230,2,12.52307692,65
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.37260794370176809""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.7778221916305168""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.3639610165676808""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.71034561737881""
  }]
}",12,11,18.5,2
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.33069021897912637""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5577737042539377""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.85849453314832""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6277709408690431""
  }]
}",232,7,26.42222222,45
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.057778425318436508""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1173020738676929""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1279168325800972""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6531652646622632""
  }]
}",48,3,14.65853659,41
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.86948088944749957""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.2556643547818875""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.7884580008512054""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6063015951293256""
  }]
}",194,6,14.92307692,26
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.0166745990604147""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.1881563220001636""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.3012024390373897""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5374082119238768""
  }]
}",163,7,19.56862745,102
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.94068328597362394""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1816403834691604""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.5470128651857764""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.49757240192988""
  }]
}",151,7,16.71341463,164
3,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""2.653706100135854""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""11.103530895538375""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""11.145390759563165""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""11.224383409184849""
  }]
}",263,4,19.31620299,15528
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.59747885814525326""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.9710907246986618""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6517936277807439""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7487273842909214""
  }]
}",152,12,18.64705882,17
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.50453511628073622""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.6399148050458783""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.407583329430441""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.665474225964946""
  }]
}",116,11,20.03030303,66
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.73249605511086""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.4014590641259466""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5200111563152754""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6125585829474165""
  }]
}",127,6,23.59090909,22
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.72946731983910285""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.4307578474065317""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.8762772895507107""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.65043460550442""
  }]
}",202,5,25.25,4
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.4613654886224528""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.4558188624229143""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.7577769123204188""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6125655491087034""
  }]
}",4,7,25.375,48
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.0123451388987532""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.1006129962572748""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.643528687479872""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5912519570336716""
  }]
}",4,5,21.44444444,45
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.35413904756367792""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1384205583408789""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3946062703040645""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6975237692422116""
  }]
}",232,2,16.29411765,17
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.0710625495452004""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.143412668599066""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.3392410246558777""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5166100242218956""
  }]
}",161,6,20.76691729,133
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.35747327996320194""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1348099941518819""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3947931264869324""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7008857079975765""
  }]
}",4,2,16.33333333,12
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1290913024447828""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.928849983562607""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""3.2387351270041127""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7387121751696419""
  }]
}",237,1,7.106060606,198
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.88348461129531664""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.2432189071303121""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.655553105680531""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6172366951895061""
  }]
}",120,6,16,1
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.52487543038830786""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.5901568290289159""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.8287802482699136""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6244672879181135""
  }]
}",161,4,18.27777778,18
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.67072532891785774""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.4840409718261385""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.4898884947992592""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5783764291934972""
  }]
}",24,8,17.42857143,63
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.1423714678623633""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.9133782400410708""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.1156103461141798""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""6.5653555196844131""
  }]
}",263,2,17.91846205,3017
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.91221414974466775""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.2377730862414842""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.5248886804635207""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.572871649379838""
  }]
}",24,6,17.05357143,56
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.86977836218778959""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.7228969228057764""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.7591836892939017""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7677202905798879""
  }]
}",153,12,22,1
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.99547495978963252""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.3326435927660567""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6007003828788084""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6890203810741884""
  }]
}",88,11,24.24242424,66
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.094270353166500079""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.0588464410721428""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1107958105407785""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6640331036839431""
  }]
}",50,3,15.31578947,19
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.36115676651279927""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.6489082034582145""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.7568659997761469""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4935500905916257""
  }]
}",41,9,16.84507042,213
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.0259965427947144""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1706017034812617""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.9572894018857192""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5933490917575543""
  }]
}",43,7,13.421875,64
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.53444299727579514""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1008586897905852""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6434280602891618""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7541997195099""
  }]
}",88,8,32.47619048,42
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.7059323736480505""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.4231448488713709""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5353242833284111""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6029863842469982""
  }]
}",152,6,23.81578947,38
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.1341612477003493""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.2486693640951636""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.2007362612852805""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.3301307575333485""
  }]
}",237,7,11.62987013,462
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.71308725559519293""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.2587503899785306""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.2473519910929105""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5475757125907474""
  }]
}",164,9,26.1928934,197
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.77213939667363407""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.3862436252528278""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.54833030657976""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5098429437460741""
  }]
}",42,5,18.90728477,151
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.2145496050315367""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.2702678264914806""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.9210465918719524""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4160875198135674""
  }]
}",140,10,7.032846715,548
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.98558820680946679""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.8030356532985703""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.8677361399347867""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.87924457310573""
  }]
}",125,6,36.63636364,11
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1672046206309712""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5703929322585306""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.5607578613394963""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4106738574688915""
  }]
}",75,6,8.808716707,413
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.64141952932478907""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.807633399088397""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6373499853875066""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.74269403465547""
  }]
}",209,9,30.65517241,29
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.63521460474638158""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.5371232922092115""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.4554005032655639""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5938982816469629""
  }]
}",100,11,21.29651163,172
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.9242204833643588""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.2358791187892195""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.9297362511570275""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6037307965052321""
  }]
}",4,4,21.82142857,56
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.5679915765121174""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1341118359290077""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6753020774386096""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6997363100676726""
  }]
}",186,8,32.78461538,130
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.66821504805838461""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.8655741057192967""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6859954815512967""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.66060164678456""
  }]
}",186,9,31.17391304,161
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.6074704546675731""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.3666848782292016""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.6854216840096825""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7576182944843968""
  }]
}",120,1,16,1
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.78423335783636694""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.7780051097536194""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.8697007915310193""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6466765271663331""
  }]
}",239,1,10.68220339,236
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.37436129391792722""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5194400531077716""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.1476188160445222""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.640179702045053""
  }]
}",116,8,27.484375,64
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.46816052712090817""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.7397848814464099""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.11961507655113""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6595851427277548""
  }]
}",114,3,18.5,8
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.01121233120715""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.0598821016931392""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.3667068778887703""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6332096599193839""
  }]
}",88,10,24.56989247,93
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.52036109679865383""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.4088430052475764""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.7135754160762682""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.57155483691756""
  }]
}",79,7,24.90816327,98
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.166063070373565""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.873593384436596""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0467857602763693""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.3650917077191149""
  }]
}",170,10,16.10657596,441
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.81190613060687711""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3382846265252453""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.8308681101276942""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6466633340337236""
  }]
}",74,3,8.337209302,172
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.53879683424063651""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1040377391948462""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6234167553568297""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7427830003033034""
  }]
}",116,12,17.1,30
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.92748883345872024""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.842296061674185""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""3.0306422111930167""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.8203478687002157""
  }]
}",43,1,9.076923077,26
