CENTROID_ID,NEAREST_CENTROIDS_DISTANCE,PULocationID,BinNum,duration,num_trips
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.79747914371313489""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.4531831265728812""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.5223570875703647""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4548724943917559""
  }]
}",234,11,22.63227513,378
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.76102790220055772""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.2186987283530744""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.2438008525787745""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6632562826800239""
  }]
}",45,10,22.48148148,27
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.49591615466940386""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.3554760565462023""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0173788572584574""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5770570166063234""
  }]
}",164,8,26.04032258,124
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.894504447718466""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.2999294602100464""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.0090753846449991""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4781917724974427""
  }]
}",229,6,13.17180617,227
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.55018325123625766""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.077751683669951""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6282688949603061""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7594836828169367""
  }]
}",127,12,17.4,5
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.772853597013949""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.4560471732386053""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.5105501851500032""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.51623935926469""
  }]
}",148,11,22.46896552,290
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.49668623280013169""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.2781130127066995""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.3522922930755583""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.2683275658594546""
  }]
}",161,11,13.91805766,659
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.69161481241661393""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.5377697078267967""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.7940073225106175""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.76532287711523""
  }]
}",238,2,9.842105263,19
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.28362076392259655""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0801330604577393""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.0802682185516423""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7013814633589384""
  }]
}",114,6,29.9047619,21
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.75597476344305115""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.0979314810954677""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.8163254374430409""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5733004064037868""
  }]
}",50,8,23.58064516,93
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.82167817438245683""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.3199397284683658""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5677568260480608""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5775340087464329""
  }]
}",163,5,19.47368421,57
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.771099076475927""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.4519529402681179""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.5040977842727972""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.65205630094803""
  }]
}",209,11,22.39795918,98
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.2046679850698667""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.7654285742282569""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""3.2747953565299217""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.832496959344402""
  }]
}",141,2,5.489795918,49
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.65372393826231145""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.6916838556447487""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.7298802789323653""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7274833782746""
  }]
}",42,1,12.45977011,87
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.72051882920613364""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1859668426552461""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.6885647771855274""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6806377732920659""
  }]
}",113,1,18.19191919,99
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.60278853900495133""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5236972782460756""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.7014007521870955""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5639390564863334""
  }]
}",233,5,16.19767442,86
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.80163886810011908""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.6978587757161705""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.3931790598638192""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.464037295890142""
  }]
}",237,5,10.50809061,309
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.037632682544840181""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1166209965994423""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1423551870415127""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.61003971746116""
  }]
}",42,3,14.52427184,103
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.73898705859951619""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.8013259822534984""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.4365339690232872""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6741667497659822""
  }]
}",144,2,20.21428571,42
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.38229221691078541""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.7068735624273317""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.7641548170911758""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.3397330096542888""
  }]
}",142,9,16.49534884,430
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.2206186629886686""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.548093022235816""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""3.2087058422072521""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.8006358150624084""
  }]
}",262,3,5.071428571,56
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1362777965620507""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.8944065378508719""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.7837349151465074""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6390966617036735""
  }]
}",231,1,22.59537572,173
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.51345773036638176""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.3353673235527952""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0006502467637746""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5882047315935779""
  }]
}",79,8,25.84761905,105
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.10661634866875876""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.0483848333576526""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1102965179304216""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6683574427977""
  }]
}",113,3,15.41666667,12
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.1931239312150079""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.6422802866412833""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.9621974668650584""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6901409046389784""
  }]
}",158,11,29.5497076,171
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.84132529947335655""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.7999699256047945""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3910180353084209""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6901834703592424""
  }]
}",231,4,29,51
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.51367349548945984""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.3487159974379361""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.8355850240403113""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4677907641539125""
  }]
}",166,9,19.49794239,243
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.9542029493117431""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.6914312130004348""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.9715306746740104""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.86998867175176""
  }]
}",211,7,36.66666667,27
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.7167780558155068""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.5582571735531474""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.16300603673931""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6655284254987475""
  }]
}",261,3,20.5,2
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.86787763230509785""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.1416054131552884""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.5885796149618616""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.3642759887819622""
  }]
}",229,10,9.863468635,542
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.34137502874513626""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.5285214673907994""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.1029128184188952""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5019367996744268""
  }]
}",48,10,19.23109244,238
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.57845163305114278""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5315604338812885""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.8265737676400233""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5453003045550346""
  }]
}",162,5,15.14876033,121
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.73410539275582221""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.0083379865989617""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.7968257003957659""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.72982292514623""
  }]
}",88,9,32.32,100
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.62835480486239936""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.493123070851796""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5901696252262389""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6351735970075136""
  }]
}",128,6,24.5,2
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.61912382679284239""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.2249095199926034""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.9151634714171932""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5572123421561628""
  }]
}",48,8,24.83333333,132
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.3263521677403183""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.7388665972104356""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.7433974706023641""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.386053028296665""
  }]
}",141,8,7.44047619,504
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.805554357008846""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.3398998862690574""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.4734130073989655""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5811709719267135""
  }]
}",116,6,22.96610169,59
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.89373351658733236""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.5104013818999582""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.2112393541827928""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6649415321895926""
  }]
}",249,4,26.64705882,34
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.30377673545753336""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0278190157929794""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.0464930340768213""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6260041811602814""
  }]
}",24,10,14.36956522,92
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.3972798626600207""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0799319348878633""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.9829713619554035""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5313427241985611""
  }]
}",262,9,5.803149606,381
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.1608166247864178""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.5280927520567142""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.4786369057176127""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7200043180125668""
  }]
}",45,3,27,3
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.2851231768458731""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0334026285048772""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.8586367645478612""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.28409960141911""
  }]
}",141,9,7.041968162,691
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.65178796474555944""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.4695411071164304""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5696560065020624""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5964915617864275""
  }]
}",243,6,24.28301887,53
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.68997925042211383""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.4567563757749171""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.8271896868801865""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.3861438388598621""
  }]
}",162,8,14.78062678,351
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.28350784089478648""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1119943431242509""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.3189897462239371""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.556986818351854""
  }]
}",137,11,15.14767932,237
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.6172852696384814""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.390339350629938""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.681110202362873""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5212206436512918""
  }]
}",48,1,15.8189911,337
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.70338755727442681""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.3583197436645151""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.5200315377470703""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.70302467261412""
  }]
}",43,11,11.30681818,88
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.66988939619208954""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.2749751778238732""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.2124003547294868""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5342719965370879""
  }]
}",100,10,21.87684729,203
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.59128558537445""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.549288438433492""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.954881545732579""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4619619559834138""
  }]
}",239,5,14.1124498,249
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.5148422223322543""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.9125986227815026""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.34758542431599""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4558769760582759""
  }]
}",74,4,11.61419753,324
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.0535752791496331""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1554050909668721""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.346338454847962""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.514215505198953""
  }]
}",166,6,20.91240876,137
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.1120322998000183""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.28407597706767""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.6613933466078343""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6046577943171059""
  }]
}",144,11,25.26,200
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.32195052845244593""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.8117509722542442""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.8421670297049955""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5444094295485833""
  }]
}",151,4,15.97163121,141
2,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""0.29908821770173222""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.1179600533118088""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.3172977666654972""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.6221581300928722""
  }]
}",42,11,15.06164384,146
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""1.0591698140559431""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.4601019395389763""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""3.168235490129292""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.84575805324343""
  }]
}",211,9,35.97333333,75
4,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""0.75701408392845382""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.0957684871982167""
  }, {
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.8166387362775165""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.5432387566557679""
  }]
}",137,8,23.58518519,135
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.30826793841682332""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.3235209202884666""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.4104157909932189""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7167308764823925""
  }]
}",224,2,14.375,8
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.90826914404403869""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.0278267561421965""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.7241707858691324""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.7126867271676023""
  }]
}",13,1,20.36363636,55
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.801161427860949""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.7864648058116619""
  }, {
    ""CENTROID_ID"": ""4"",
    ""DISTANCE"": ""2.8923829008881614""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.68755511934741""
  }]
}",238,1,10.44262295,183
